
  .   ____          _            __ _ _
2026-08-14T18:00:52.557+09:00  INFO 74700 --- [auth-service] [           main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 3291 ms
2026-08-14T18:00:53.659+09:00  INFO 74700 --- [auth-service] [           main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
2026-08-14T18:00:53.955+09:00  INFO 74700 --- [auth-service] [           main] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@538905d2
2026-08-14T18:00:53.958+09:00  INFO 74700 --- [auth-service] [           main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
2026-08-14T18:00:54.001+09:00  INFO 74700 --- [auth-service] [           main] org.flywaydb.core.FlywayExecutor         : Database: jdbc:postgresql://127.0.0.1:29432/auth_db (PostgreSQL 16.14)
2026-08-14T18:00:54.075+09:00  INFO 74700 --- [auth-service] [           main] o.f.c.i.s.JdbcTableSchemaHistory         : Schema history table "public"."flyway_schema_history" does not exist yet
2026-08-14T18:00:54.091+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbValidate     : Successfully validated 106 migrations (execution time 00:00.060s)
2026-08-14T18:00:54.123+09:00  INFO 74700 --- [auth-service] [           main] o.f.c.i.s.JdbcTableSchemaHistory         : Creating Schema History table "public"."flyway_schema_history" ...
2026-08-14T18:00:54.223+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Current version of schema "public": << Empty Schema >>
2026-08-14T18:00:54.235+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "1 - init account"
2026-08-14T18:00:54.290+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "2 - add password policy"
2026-08-14T18:00:54.313+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "3 - add password reset tokens"
2026-08-14T18:00:54.338+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "4 - add password change required"
2026-08-14T18:00:54.360+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "5 - seed p0 5 test accounts"
2026-08-14T18:00:54.379+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "6 - add department name"
2026-08-14T18:00:54.403+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "7 - add role page permissions"
2026-08-14T18:00:54.437+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "8 - sp d2 accounting page permissions"
2026-08-14T18:00:54.458+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "9 - sp d3 fix slip dispatch seed"
2026-08-14T18:00:54.482+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "10 - sp d4 remaining domains page permissions"
2026-08-14T18:00:54.503+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "11 - add sas sales slip permissions"
2026-08-14T18:00:54.520+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "12 - add sas purchase slip permissions"
2026-08-14T18:00:54.539+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "13 - add tax invoice batch issue permissions"
2026-08-14T18:00:54.557+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "14 - add tax invoice inbound permissions"
2026-08-14T18:00:54.575+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "15 - add ecount mig2 permissions"
2026-08-14T18:00:54.581+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.598+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "16 - seed mig3 page codes"
2026-08-14T18:00:54.600+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.617+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "17 - seed mig4 page codes"
2026-08-14T18:00:54.619+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.635+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "18 - seed mig5 page codes"
2026-08-14T18:00:54.638+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.653+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "19 - seed mig6 page codes"
2026-08-14T18:00:54.655+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.671+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "20 - seed mig7 page codes"
2026-08-14T18:00:54.673+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.687+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "21 - seed mig8 page codes"
2026-08-14T18:00:54.690+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.704+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "22 - seed mig9 page codes"
2026-08-14T18:00:54.706+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.718+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "23 - seed mig10 page codes"
2026-08-14T18:00:54.720+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.733+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "24 - seed mig11 page codes"
2026-08-14T18:00:54.735+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.748+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "25 - seed mig14 page codes"
2026-08-14T18:00:54.750+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.762+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "26 - seed mig20 reimport page code"
2026-08-14T18:00:54.764+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.776+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "27 - seed mig21 ops dashboard page code"
2026-08-14T18:00:54.778+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.790+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "28 - seed accounting edit requests page code"
2026-08-14T18:00:54.791+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.802+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "29 - seed sp d6 1 page codes"
2026-08-14T18:00:54.804+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.816+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "30 - seed sp d6 2 page codes"
2026-08-14T18:00:54.818+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.831+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "31 - add developer partner matrix rows"
2026-08-14T18:00:54.832+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.847+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "32 - add staff driver matrix rows"
2026-08-14T18:00:54.849+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.864+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "33 - seed sp d6 3 page codes"
2026-08-14T18:00:54.866+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.880+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "34 - seed sp d6 4 page codes"
2026-08-14T18:00:54.882+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.899+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "35 - seed sp d6 5 inventory page codes"
2026-08-14T18:00:54.901+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.917+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "36 - seed sp d6 6 slip page codes"
2026-08-14T18:00:54.919+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.942+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "37 - seed sp d6 7 accounting page codes"
2026-08-14T18:00:54.944+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.962+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "38 - seed sp d7 remaining preauthorize page codes"
2026-08-14T18:00:54.964+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:54.982+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "39 - account page permissions overhaul"
2026-08-14T18:00:54.983+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.065+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "40 - seed phase2 4 partner order revisions page"
2026-08-14T18:00:55.067+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.083+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "41 - seed partner order convert page"
2026-08-14T18:00:55.086+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.102+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "42 - permission groups tables"
2026-08-14T18:00:55.105+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.145+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "43 - seed role groups"
2026-08-14T18:00:55.147+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.193+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "44 - assign accounts to groups"
2026-08-14T18:00:55.210+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "45 - seed hr role management page"
2026-08-14T18:00:55.212+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.226+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "46 - drop accounts role column"
2026-08-14T18:00:55.242+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "47 - seed products sync group permission"
2026-08-14T18:00:55.244+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.264+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "48 - seed driver staff dispatch dev accounts"
2026-08-14T18:00:55.266+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.290+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "49 - repair v5 dev account hashes"
2026-08-14T18:00:55.305+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "50 - seed arologis hr page permissions"
2026-08-14T18:00:55.321+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "51 - seed arologis accounting page permissions"
2026-08-14T18:00:55.334+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "52 - seed arologis admin permissions page"
2026-08-14T18:00:55.349+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "53 - arologis 6 role model"
2026-08-14T18:00:55.365+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "54 - seed arologis accounting accounts page"
2026-08-14T18:00:55.377+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "55 - seed groupware approvals page permission"
2026-08-14T18:00:55.380+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.393+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "56 - seed groupware approvals account enforcement"
2026-08-14T18:00:55.395+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.410+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "57 - seed groupware approval templates account enforcement"
2026-08-14T18:00:55.413+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.427+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "58 - seed estimate config page permission"
2026-08-14T18:00:55.429+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.442+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "59 - remove mig14 aging snapshot page"
2026-08-14T18:00:55.458+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "60 - remove mig14 cash list page"
2026-08-14T18:00:55.476+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "61 - approval line config"
2026-08-14T18:00:55.479+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.499+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "62 - approval line approver"
2026-08-14T18:00:55.501+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.522+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "63 - approval line inbound seed"
2026-08-14T18:00:55.524+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.537+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "64 - approval line partner order seed"
2026-08-14T18:00:55.540+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.553+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "65 - approval line outbound label rename"
2026-08-14T18:00:55.567+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "66 - seed accounting receivables page permission"
2026-08-14T18:00:55.569+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.585+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "67 - seed accounting bank matching page permission"
2026-08-14T18:00:55.587+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.608+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "68 - approval line accounting journal seed"
2026-08-14T18:00:55.610+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.623+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "69 - seed dispatch external carriers page codes"
2026-08-14T18:00:55.625+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.641+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "70 - seed hr slip cutoff page permission"
2026-08-14T18:00:55.643+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.661+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "71 - seed app release page permission"
2026-08-14T18:00:55.663+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.680+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "72 - grant developer app release permission"
2026-08-14T18:00:55.682+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.699+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "73 - seed dev popup notice page permission"
2026-08-14T18:00:55.701+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.719+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "74 - seed dev activity log page permission"
2026-08-14T18:00:55.722+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.740+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "75 - seed groupware approval line config"
2026-08-14T18:00:55.742+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.757+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "76 - remove ocr page permissions"
